央视,#genre#
江苏卫视,http://222.241.154.37:9901/tsfile/live/23029_1.m3u8
北京卫视,http://222.241.154.37:9901/tsfile/live/23030_1.m3u8
安徽卫视,http://222.241.154.37:9901/tsfile/live/23031_1.m3u8
天津卫视,http://222.241.154.37:9901/tsfile/live/23032_1.m3u8
东方卫视,http://222.241.154.37:9901/tsfile/live/23033_1.m3u8
江西卫视,http://222.241.154.37:9901/tsfile/live/23034_1.m3u8
深圳卫视,http://222.241.154.37:9901/tsfile/live/23035_1.m3u8
辽宁卫视,http://222.241.154.37:9901/tsfile/live/23036_1.m3u8
东南卫视,http://222.241.154.37:9901/tsfile/live/23037_1.m3u8
广东卫视,http://222.241.154.37:9901/tsfile/live/23038_1.m3u8
广西卫视,http://222.241.154.37:9901/tsfile/live/23039_1.m3u8
山东卫视,http://222.241.154.37:9901/tsfile/live/23040_1.m3u8
四川卫视,http://222.241.154.37:9901/tsfile/live/23041_1.m3u8
重庆卫视,http://222.241.154.37:9901/tsfile/live/23042_1.m3u8
云南卫视,http://222.241.154.37:9901/tsfile/live/23043_1.m3u8
海南卫视,http://222.241.154.37:9901/tsfile/live/23044_1.m3u8
黑龙江卫视,http://222.241.154.37:9901/tsfile/live/23045_1.m3u8
贵州卫视,http://222.241.154.37:9901/tsfile/live/23046_1.m3u8
河北卫视,http://222.241.154.37:9901/tsfile/live/23047_1.m3u8
陕西卫视,http://222.241.154.37:9901/tsfile/live/23048_1.m3u8


四川卫视,http://118.113.157.64:4022/udp/239.93.0.169:5140
康巴卫视,http://118.113.157.64:4022/udp/239.93.0.41:5140
凤凰卫视中文台,http://118.113.157.64:4022/udp/239.93.0.162:2192
凤凰卫视中文台,http://118.113.157.64:4022/udp/239.93.1.9:2192
凤凰卫视资讯台,http://118.113.157.64:4022/udp/239.93.0.118:2191
凤凰卫视资讯台,http://118.113.157.64:4022/udp/239.93.1.4:2191
星空卫视,http://118.113.157.64:4022/udp/239.93.0.156:2193
星空卫视,http://118.113.157.64:4022/udp/239.93.1.10:2193
河南卫视,http://118.113.157.64:4022/udp/239.93.1.113:5140
四川卫视,http://118.113.157.64:4022/udp/239.93.0.20:1235
湖南卫视,http://118.113.157.64:4022/udp/239.93.0.88:5140
江苏卫视,http://118.113.157.64:4022/udp/239.93.0.89:5140
浙江卫视,http://118.113.157.64:4022/udp/239.93.0.124:5140
东方卫视,http://118.113.157.64:4022/udp/239.93.0.123:5140
北京卫视,http://118.113.157.64:4022/udp/239.93.0.180:5140
深圳卫视,http://118.113.157.64:4022/udp/239.93.0.182:5140
广东卫视,http://118.113.157.64:4022/udp/239.93.0.181:5140
天津卫视,http://118.113.157.64:4022/udp/239.93.0.167:5140
山东卫视,http://118.113.157.64:4022/udp/239.93.0.168:5140
康巴卫视,http://118.113.157.64:4022/udp/239.93.0.41:5140
江西卫视,http://118.113.157.64:4022/udp/239.93.0.134:5140
东南卫视,http://118.113.157.64:4022/udp/239.93.0.42:5140
黑龙江卫视,http://118.113.157.64:4022/udp/239.93.0.183:5140
重庆卫视,http://118.113.157.64:4022/udp/239.93.1.107:5140
贵州卫视,http://118.113.157.64:4022/udp/239.93.0.131:5140
湖北卫视,http://118.113.157.64:4022/udp/239.93.0.250:5140
安徽卫视,http://118.113.157.64:4022/udp/239.93.1.106:5140
河北卫视,http://118.113.157.64:4022/udp/239.93.0.132:5140
辽宁卫视,http://118.113.157.64:4022/udp/239.93.1.108:5140
云南卫视,http://118.113.157.64:4022/udp/239.93.1.174:5140
河南卫视,http://118.113.157.64:4022/udp/239.93.42.45:5140
广西卫视,http://118.113.157.64:4022/udp/239.93.42.46:5140
吉林卫视,http://118.113.157.64:4022/udp/239.93.0.248:5140
陕西卫视,http://118.113.157.64:4022/udp/239.93.0.176:5140
山西卫视,http://118.113.157.64:4022/udp/239.93.0.6:5140
内蒙古卫视,http://118.113.157.64:4022/udp/239.93.0.8:5140
青海卫视,http://118.113.157.64:4022/udp/239.93.0.192:5140
宁夏卫视,http://118.113.157.64:4022/udp/239.93.0.247:5140
西藏卫视,http://118.113.157.64:4022/udp/239.93.0.175:5140
新疆卫视,http://118.113.157.64:4022/udp/239.93.0.194:5140
甘肃卫视,http://118.113.157.64:4022/udp/239.93.0.81:5140
海南卫视,http://118.113.157.64:4022/udp/239.93.0.80:5140
兵团卫视,http://118.113.157.64:4022/udp/239.93.42.43:5140
厦门卫视,http://118.113.157.64:4022/udp/239.93.42.57:5140
三沙卫视,http://118.113.157.64:4022/udp/239.93.42.58:5140
山东教育卫视,http://118.113.157.64:4022/udp/239.93.1.196:5140

//重庆联通组播    211.158.152.143:8003/udp 77
湖南卫视,http://211.158.152.143:8003/udp/225.0.4.75:7980
浙江卫视,http://211.158.152.143:8003/udp/225.0.4.81:7980
江苏卫视,http://211.158.152.143:8003/udp/225.0.4.79:7980
安徽卫视,http://211.158.152.143:8003/udp/225.0.4.133:7980
广东卫视,http://211.158.152.143:8003/udp/225.0.4.84:7980
北京卫视,http://211.158.152.143:8003/udp/225.0.4.78:7980
天津卫视,http://211.158.152.143:8003/udp/225.0.4.82:7980
辽宁卫视,http://211.158.152.143:8003/udp/225.0.4.98:7980
东方卫视,http://211.158.152.143:8003/udp/225.0.4.80:7980
河北卫视,http://211.158.152.143:8003/udp/225.0.4.174:7980
贵州卫视,http://211.158.152.143:8003/udp/225.0.4.175:7980
山东卫视,http://211.158.152.143:8003/udp/225.0.4.199:7980
东南卫视,http://211.158.152.143:8003/udp/225.0.4.200:7980
黑龙江卫视,http://211.158.152.143:8003/udp/225.0.4.201:7980
深圳卫视,http://211.158.152.143:8003/udp/225.0.4.202:7980
江西卫视,http://211.158.152.143:8003/udp/225.0.4.203:7980
四川卫视,http://211.158.152.143:8003/udp/225.0.4.204:7980
重庆卫视,http://211.158.152.143:8003/udp/225.0.4.187:7980

//黑龙江电信 112.101.78.50:9901/tsfile
安徽卫视,http://112.101.78.50:9901/tsfile/live/0130_1.m3u8
北京卫视,http://112.101.78.50:9901/tsfile/live/0122_1.m3u8
兵团卫视,http://112.101.78.50:9901/tsfile/live/0115_1.m3u8
东方卫视,http://112.101.78.50:9901/tsfile/live/0107_1.m3u8
东南卫视,http://112.101.78.50:9901/tsfile/live/0137_1.m3u8
广东卫视,http://112.101.78.50:9901/tsfile/live/0125_1.m3u8
河北卫视,http://112.101.78.50:9901/tsfile/live/0117_1.m3u8
黑龙江卫视,http://112.101.78.50:9901/tsfile/live/0143_1.m3u8
湖北卫视,http://112.101.78.50:9901/tsfile/live/0132_1.m3u8
湖南卫视,http://112.101.78.50:9901/tsfile/live/0128_1.m3u8
吉林卫视,http://112.101.78.50:9901/tsfile/live/0116_1.m3u8
江苏卫视,http://112.101.78.50:9901/tsfile/live/0127_1.m3u8
江西卫视,http://112.101.78.50:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://112.101.78.50:9901/tsfile/live/0121_1.m3u8
内蒙古卫视,http://112.101.78.50:9901/tsfile/live/0109_1.m3u8
宁夏卫视,http://112.101.78.50:9901/tsfile/live/0112_1.m3u8
山东教育卫视,http://112.101.78.50:9901/tsfile/live/1017_1.m3u8
山东卫视,http://112.101.78.50:9901/tsfile/live/0131_1.m3u8
山西卫视,http://112.101.78.50:9901/tsfile/live/0118_1.m3u8
陕西卫视,http://112.101.78.50:9901/tsfile/live/0136_1.m3u8
深圳卫视,http://112.101.78.50:9901/tsfile/live/0126_1.m3u8
浙江卫视,http://112.101.78.50:9901/tsfile/live/0124_1.m3u8
四川卫视,http://112.101.78.50:9901/tsfile/live/0123_1.m3u8
天津卫视,http://112.101.78.50:9901/tsfile/live/0135_1.m3u8
西藏卫视,http://112.101.78.50:9901/tsfile/live/0111_1.m3u8
新疆卫视,http://112.101.78.50:9901/tsfile/live/0110_1.m3u8
云南卫视,http://112.101.78.50:9901/tsfile/live/0119_1.m3u8
贵州卫视,http://112.101.78.50:9901/tsfile/live/0120_1.m3u8
重庆卫视,http://112.101.78.50:9901/tsfile/live/0142_1.m3u8
//黑龙联通  bxny.667789.cn:55055
北京-卡酷少儿,http://bxny.667789.cn:55055/udp/229.58.190.186:5000
湖南-金鹰卡通,http://bxny.667789.cn:55055/udp/229.58.190.181:5000
江苏-优漫卡通,http://bxny.667789.cn:55055/udp/229.58.190.165:5000
广东-嘉佳卡通,http://bxny.667789.cn:55055/udp/229.58.190.107:5000
上海-哈哈炫动,http://bxny.667789.cn:55055/udp/229.58.190.96:5000
湖南-金鹰卡通,http://bxny.667789.cn:55055/udp/229.58.190.98:5000
江苏-财富天下,http://bxny.667789.cn:55055/udp/229.58.190.109:5000
黑龙江-影视,http://bxny.667789.cn:55055/udp/229.58.190.14:5000
黑龙江-新闻法制,http://bxny.667789.cn:55055/udp/229.58.190.16:5000
黑龙江-文体,http://bxny.667789.cn:55055/udp/229.58.190.30:5000
黑龙江-少儿,http://bxny.667789.cn:55055/udp/229.58.190.39:5000
黑龙江-农业·科教,http://bxny.667789.cn:55055/udp/229.58.190.7:5000
黑龙江-都市,http://bxny.667789.cn:55055/udp/229.58.190.34:5000
哈尔滨-新闻综合,http://bxny.667789.cn:55055/udp/229.58.190.195:5000
哈尔滨-影视,http://bxny.667789.cn:55055/udp/229.58.190.1:5000
哈尔滨-生活,http://bxny.667789.cn:55055/udp/229.58.190.22:5000
齐齐哈尔-新闻综合,http://bxny.667789.cn:55055/udp/229.58.190.164:5000
齐齐哈尔-经济·法制,http://bxny.667789.cn:55055/udp/229.58.190.192:5000
佳木斯-新闻综合,http://bxny.667789.cn:55055/udp/229.58.190.163:5000
河南-武术世界,http://bxny.667789.cn:55055/udp/229.58.190.169:5000
河南-梨园频道,http://bxny.667789.cn:55055/udp/229.58.190.152:5000
河南-国学频道,http://bxny.667789.cn:55055/udp/229.58.190.119:5000
河南-文物宝库,http://bxny.667789.cn:55055/udp/229.58.190.167:5000
上海-游戏风云,http://bxny.667789.cn:55055/udp/229.58.190.114:5000
齐齐哈尔-新闻综合,http://bxny.667789.cn:55055/udp/229.58.190.193:5000
齐齐哈尔-经济·法制,http://bxny.667789.cn:55055/udp/229.58.190.4:5000
湖南-茶频道,http://bxny.667789.cn:55055/udp/229.58.190.111:5000
湖南-快乐垂钓,http://bxny.667789.cn:55055/udp/229.58.190.113:5000
贵州-天元围棋,http://bxny.667789.cn:55055/udp/229.58.190.11:5000


广东-嘉佳卡通,http://61.138.54.155:2233/hls/26/index.m3u8
湖南-金鹰卡通,http://61.138.54.155:2233/hls/31/index.m3u8
上海-哈哈炫动,http://61.138.54.155:2233/hls/33/index.m3u8
江苏-优漫卡通,http://61.138.54.155:2233/hls/38/index.m3u8
北京-卡酷少儿,http://61.138.54.155:2233/hls/55/index.m3u8
黑龙江-影视,http://61.138.54.155:2233/hls/2/index.m3u8
黑龙江-文体,http://61.138.54.155:2233/hls/3/index.m3u8
黑龙江-都市,http://61.138.54.155:2233/hls/4/index.m3u8
黑龙江-新闻法制,http://61.138.54.155:2233/hls/5/index.m3u8
黑龙江-农业·科教,http://61.138.54.155:2233/hls/6/index.m3u8
黑龙江-少儿,http://61.138.54.155:2233/hls/7/index.m3u8
黑龙江-新闻法制,http://61.138.54.155:2233/hls/57/index.m3u8



上海-哈哈炫动,http://39.134.65.162/PLTV/88888888/224/3221225534/index.m3u8
湖南-金鹰卡通,http://39.134.65.162/PLTV/88888888/224/3221225561/index.m3u8
北京-卡酷少儿,http://39.134.65.162/PLTV/88888888/224/3221225562/index.m3u8
江苏-优漫卡通,http://39.134.65.162/PLTV/88888888/224/3221225556/index.m3u8
黑莓电影,http://39.134.65.162/PLTV/88888888/224/3221225681/index.m3u8
黑莓动画,http://39.134.65.162/PLTV/88888888/224/3221225529/index.m3u8
黑龙江-影视,http://39.134.65.162/PLTV/88888888/224/3221225971/index.m3u8
黑龙江-都市,http://39.134.65.162/PLTV/88888888/224/3221225990/index.m3u8
黑龙江-新闻法治,http://39.134.65.162/PLTV/88888888/224/3221225992/index.m3u8
佳木斯-新闻综合,http://39.134.65.162/PLTV/88888888/224/3221225993/index.m3u8
黑龙江-农业·科教,http://39.134.65.162/PLTV/88888888/224/3221225998/index.m3u8
黑龙江-少儿,http://39.134.65.162/PLTV/88888888/224/3221226002/index.m3u8
黑龙江-文体,http://39.134.65.162/PLTV/88888888/224/3221226012/index.m3u8
鸡西-新闻综合,http://39.134.65.162/PLTV/88888888/224/3221226035/index.m3u8
齐齐哈尔-新闻综合,http://39.134.65.162/PLTV/88888888/224/3221226037/index.m3u8
伊春-新闻综合,http://39.134.65.162/PLTV/88888888/224/3221226041/index.m3u8
鹤岗-新闻综合,http://39.134.65.162/PLTV/88888888/224/3221226043/index.m3u8
鸡西-安全·生活,http://39.134.65.162/PLTV/88888888/224/3221226050/index.m3u8
大庆-新闻综合,http://39.134.65.162/PLTV/88888888/224/3221226052/index.m3u8
齐齐哈尔-经济·法制,http://39.134.65.162/PLTV/88888888/224/3221226058/index.m3u8
牡丹江-新闻综合,http://39.134.65.162/PLTV/88888888/224/3221226062/index.m3u8
黑龙江-都市,http://39.134.65.162/PLTV/88888888/224/3221225969/index.m3u8
黑龙江-农业·科教,http://39.134.65.162/PLTV/88888888/224/3221225994/index.m3u8
黑龙江-少儿,http://39.134.65.162/PLTV/88888888/224/3221225979/index.m3u8
黑龙江-文体,http://39.134.65.162/PLTV/88888888/224/3221225965/index.m3u8
黑龙江-新闻法治,http://39.134.65.162/PLTV/88888888/224/3221225967/index.m3u8
黑龙江-影视,http://39.134.65.162/PLTV/88888888/224/3221225973/index.m3u8
上海-纪实人文,http://39.134.65.162/PLTV/88888888/224/3221225673/index.m3u8
北京-纪实科教,http://39.134.65.162/PLTV/88888888/224/3221225670/index.m3u8
杭州-求索纪录,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8


//其他
//113.5.218.96:4022
江苏-优漫卡通,http://113.5.218.96:4022/udp/229.58.190.165:5000


上海-纪实人文,http://223.12.185.142:8084/udp/239.1.1.45:8045
湖南-金鹰卡通,http://223.12.185.142:8084/udp/239.1.1.61:8061
北京-卡酷少儿,http://223.12.185.142:8084/udp/239.1.1.62:8062
湖南-金鹰纪实,http://223.12.185.142:8084/udp/239.1.1.63:8063
上海-哈哈炫动,http://223.12.185.142:8084/udp/239.1.1.64:8064
广东-嘉佳卡通,http://223.12.185.142:8084/udp/239.1.1.68:8068
江苏-优漫卡通,http://223.12.185.142:8084/udp/239.1.1.72:8072
陕西-农林卫视,http://223.12.185.142:8084/udp/239.1.1.73:8073
湖南-茶频道,http://223.12.185.142:8084/udp/239.1.1.77:8077
湖南-快乐垂钓,http://223.12.185.142:8084/udp/239.1.1.86:8086
重庆-汽摩,http://223.12.185.142:8084/udp/239.1.1.92:8092


北京-车迷频道,http://223.12.185.142:8084/udp/239.1.1.109:8109
北京-生态环境,http://223.12.185.142:8084/udp/239.1.1.110:8110
北京-四海钓鱼,http://223.12.185.142:8084/udp/239.1.1.111:8111
北京-优优宝贝,http://223.12.185.142:8084/udp/239.1.1.114:8114
北京-环球旅游,http://223.12.185.142:8084/udp/239.1.1.116:8116
江苏-财富天下,http://223.12.185.142:8084/udp/239.1.1.113:8113
山西-经济与科技,http://223.12.185.142:8084/udp/239.1.1.3:8003
山西-影视,http://223.12.185.142:8084/udp/239.1.1.4:8004
山西-社会与法治,http://223.12.185.142:8084/udp/239.1.1.5:8005
山西-文体生活,http://223.12.185.142:8084/udp/239.1.1.6:8006
晋中综合,http://223.12.185.142:8084/udp/239.1.1.120:8120
晋中公共,http://223.12.185.142:8084/udp/239.1.1.121:8121
运城1台,http://223.12.185.142:8084/udp/239.1.1.123:8123
运城2台,http://223.12.185.142:8084/udp/239.1.1.124:8124
盐湖频道,http://223.12.185.142:8084/udp/239.1.1.125:8125


湖南-经视,http://222.241.154.37:9901/tsfile/live/23020_1.m3u8
湖南-都市,http://222.241.154.37:9901/tsfile/live/23021_1.m3u8
湖南-爱晚,http://222.241.154.37:9901/tsfile/live/23022_1.m3u8
湖南-娱乐,http://222.241.154.37:9901/tsfile/live/23023_1.m3u8
湖南-国际,http://222.241.154.37:9901/tsfile/live/23024_1.m3u8
湖南-电影,http://222.241.154.37:9901/tsfile/live/23025_1.m3u8
湖南-电视剧,http://222.241.154.37:9901/tsfile/live/23026_1.m3u8
湖南-教育,http://222.241.154.37:9901/tsfile/live/23027_1.m3u8


上海-炫动卡通,http://118.113.157.64:4022/udp/239.93.0.173:5140
广东-嘉佳卡通,http://118.113.157.64:4022/udp/239.93.0.246:5140
上海-纪实人文,http://118.113.157.64:4022/udp/239.93.1.137:5140
湖南-金鹰纪实,http://118.113.157.64:4022/udp/239.93.0.130:5140
星空音乐台CHANNEL-V,http://118.113.157.64:4022/udp/239.93.0.157:2194
星空音乐台CHANNEL-V,http://118.113.157.64:4022/udp/239.93.1.7:2194
四川-乡村,http://118.113.157.64:4022/udp/239.93.0.52:5140
四川-妇女儿童,http://118.113.157.64:4022/udp/239.93.0.219:5140
四川-影视文艺,http://118.113.157.64:4022/udp/239.93.0.166:5140
四川-经济,http://118.113.157.64:4022/udp/239.93.1.101:5140
四川-新闻,http://118.113.157.64:4022/udp/239.93.0.47:5140
四川-文化旅游,http://118.113.157.64:4022/udp/239.93.1.102:5140
四川-经济,http://118.113.157.64:4022/udp/239.93.1.101:5140
四川-文化旅游,http://118.113.157.64:4022/udp/239.93.1.102:5140
四川-新闻,http://118.113.157.64:4022/udp/239.93.0.47:5140
四川-影视文艺,http://118.113.157.64:4022/udp/239.93.0.166:5140
四川-妇女儿童,http://118.113.157.64:4022/udp/239.93.0.219:5140
四川-科教,http://118.113.157.64:4022/udp/239.93.42.44:5140
四川-乡村,http://118.113.157.64:4022/udp/239.93.0.52:5140
四川-峨眉电影,http://118.113.157.64:4022/udp/239.93.0.252:5140
河南-梨园频道,http://118.113.157.64:4022/udp/239.93.1.195:5140
陕西-农林卫视,http://118.113.157.64:4022/udp/239.93.0.100:5140
成都-1 综合,http://118.113.157.64:4022/udp/239.93.0.16:5140
成都-2 经济,http://118.113.157.64:4022/udp/239.93.0.17:1239
成都-3 生活,http://118.113.157.64:4022/udp/239.93.0.18:1238
成都-4 影视,http://118.113.157.64:4022/udp/239.93.0.19:1250
成都-5 公共,http://118.113.157.64:4022/udp/239.93.1.231:5140
成都-6 少儿,http://118.113.157.64:4022/udp/239.93.0.21:1251
北京-卡酷动画,http://118.113.157.64:4022/udp/239.93.0.208:5140
湖南-金鹰卡通,http://118.113.157.64:4022/udp/239.93.0.108:5140
江苏-优漫卡通,http://118.113.157.64:4022/udp/239.93.0.251:5140
杭州-求索纪录,http://118.113.157.64:4022/udp/239.93.42.24:5140
四川-熊猫体娱,http://118.113.157.64:4022/udp/239.93.0.94:5140
四川-熊猫少儿,http://118.113.157.64:4022/udp/239.93.1.189:5140
四川-熊猫影院,http://118.113.157.64:4022/udp/239.93.0.214:5140
四川-睛彩四川,http://118.113.157.64:4022/udp/239.93.0.126:5140
四川-熊猫频道,http://118.113.157.64:4022/udp/239.93.0.211:9148
四川-熊猫爱生活,http://118.113.157.64:4022/udp/239.93.1.190:5140
重庆-汽摩,http://118.113.157.64:4022/udp/239.93.0.62:5140
江苏-财富天下,http://118.113.157.64:4022/udp/239.93.0.116:9136
上海-纪实人文,http://118.113.157.64:4022/udp/239.93.1.154:5140
四川-成都-蓉城先锋,http://118.113.157.64:4022/udp/239.93.0.91:2101
四川-熊猫频道,http://118.113.157.64:4022/udp/239.93.1.178:5140
四川-i成都,http://118.113.157.64:4022/udp/239.93.1.104:1234
湖南-先锋乒羽,http://118.113.157.64:4022/udp/239.93.42.56:5140
贵州-天元围棋,http://118.113.157.64:4022/udp/239.93.42.55:5140
湖南-快乐垂钓,http://118.113.157.64:4022/udp/239.93.1.151:5140
湖南-茶频道,http://118.113.157.64:4022/udp/239.93.0.114:5140

黑龙江-都市,http://112.101.78.50:9901/tsfile/live/1005_1.m3u8
黑龙江-农业·科教,http://112.101.78.50:9901/tsfile/live/1006_1.m3u8
黑龙江-少儿,http://112.101.78.50:9901/tsfile/live/1007_1.m3u8
黑龙江-文体,http://112.101.78.50:9901/tsfile/live/1009_1.m3u8
黑龙江-新闻法治,http://112.101.78.50:9901/tsfile/live/1010_1.m3u8
黑龙江-影视,http://112.101.78.50:9901/tsfile/live/1011_1.m3u8
湖南-金鹰卡通,http://112.101.78.50:9901/tsfile/live/1016_1.m3u8
北京-卡酷少儿,http://112.101.78.50:9901/tsfile/live/1012_1.m3u8

